Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,4469.6,0.1,06:32.8,07:30.5,1.11,00:00.0,0,38.5,1099,4.1,0,---,---,---,---,---,---,---,---,---,---,52.5697878,-0.1751891
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,4309,0,32:12.9,26:02.5,0.32,00:00.0,0,94.5,639,0,0,---,---,---,---,---,---,---,---,---,---,52.5675286,-0.2369182
1,4309,0,32:14.0,25:15.2,0.33,00:00.0,0,68.5,640,0,0,---,---,---,---,---,---,---,---,---,---,52.5675332,-0.2369173
1,4309,0,32:14.7,22:31.4,0.37,00:00.0,0,76.5,641,0,0,---,---,---,---,---,---,---,---,---,---,52.5675373,-0.2369188
1,4309.1,0,32:15.7,19:22.8,0.43,00:00.0,0,51.5,642,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5675423,-0.2369216
1,4309.5,0,32:16.7,16:40.0,0.5,00:00.0,0,74.5,643,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5675461,-0.2369222
1,4310.1,0,32:17.7,15:09.1,0.55,00:00.0,0,57.5,644,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5675523,-0.2369262
1,4311.3,0,32:20.7,16:20.4,0.51,00:00.0,0,19,645,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5675656,-0.2369377
1,4311.7,0,32:21.5,15:09.1,0.55,00:00.0,0,93.5,646,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5675702,-0.2369397
1,4313.3,0,32:23.1,12:26.3,0.67,00:00.0,0,34,647,1.6,0,---,---,---,---,---,---,---,---,---,---,52.5675831,-0.2369484
1,4314.7,0,32:24.5,10:02.4,0.83,00:00.0,0,47.5,648,1.4,0,---,---,---,---,---,---,---,---,---,---,52.5675945,-0.2369584
1,4315.2,0,32:24.9,09:28.2,0.88,00:00.0,0,101,649,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5675981,-0.2369614
1,4315.6,0,32:25.7,10:17.3,0.81,00:00.0,0,94.5,650,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5676017,-0.2369636
1,4316.4,0,32:26.3,10:57.9,0.76,00:00.0,0,103,651,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5676084,-0.2369688
1,4318,0,32:28.1,09:48.2,0.85,00:00.0,0,43.5,652,1.6,0,---,---,---,---,---,---,---,---,---,---,52.5676197,-0.2369831
1,4318.6,0,32:28.9,08:30.2,0.98,00:00.0,0,87.5,653,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5676244,-0.2369882
1,4319.5,0,32:29.7,08:30.2,0.98,00:00.0,0,64,654,0.9,0,---,---,---,---,---,---,---,---,---,---,52.5676303,-0.2369972
1,4320.1,0,32:30.3,08:40.8,0.96,00:00.0,0,101.5,655,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5676352,-0.2370011
1,4320.5,0,32:30.9,08:35.5,0.97,00:00.0,0,106.5,656,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5676384,-0.2370044
1,4321.3,0,32:31.8,09:15.6,0.9,00:00.0,0,57.5,657,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5676447,-0.2370096
1,4322.1,0,32:32.5,09:21.8,0.89,00:00.0,0,108,658,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5676503,-0.2370168
1,4322.5,0,32:32.9,08:25.0,0.99,00:00.0,0,105,659,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5676535,-0.2370191
1,4323.1,0,32:33.5,08:40.8,0.96,00:00.0,0,113,660,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5676582,-0.2370247
1,4323.7,0,32:34.1,08:40.8,0.96,00:00.0,0,106.5,661,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5676616,-0.2370312
1,4324.6,0,32:35.1,08:25.0,0.99,00:00.0,0,56.5,662,0.9,0,---,---,---,---,---,---,---,---,---,---,52.5676675,-0.2370404
1,4325.6,0,32:36.1,08:51.9,0.94,00:00.0,0,113,663,1,0,---,---,---,---,---,---,---,---,---,---,52.5676749,-0.2370486
1,4326.2,0,32:36.7,08:25.0,0.99,00:00.0,0,101,664,0.6,0,---,---,---,---,---,---,---,---,---,---,52.567679,-0.2370545
1,4327.2,0,32:37.9,08:20.0,1,00:00.0,0,106.5,665,1.1,0,---,---,---,---,---,---,---,---,---,---,52.567686,-0.2370652
1,4328.4,0,32:38.9,08:30.2,0.98,00:00.0,0,99.5,666,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5676935,-0.2370773
1,4329.7,0,32:40.1,08:00.8,1.04,00:00.0,0,103,667,1.4,0,---,---,---,---,---,---,---,---,---,---,52.5677019,-0.2370921
1,4330.1,0,32:40.8,07:43.0,1.08,00:00.0,0,56.5,668,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5677043,-0.2370958
1,4331.4,0,32:41.7,07:22.5,1.13,00:00.0,0,106.5,669,1.3,0,---,---,---,---,---,---,---,---,---,---,52.5677124,-0.2371097
1,4332.6,0,32:42.7,07:38.7,1.09,00:00.0,0,107.5,670,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5677196,-0.2371228
1,4333.2,0,32:43.3,07:38.7,1.09,00:00.0,0,106.5,671,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5677234,-0.2371296
1,4333.4,0,32:43.8,07:38.7,1.09,00:00.0,0,106.5,672,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5677244,-0.2371319
1,4334.4,0,32:44.9,09:21.8,0.89,00:00.0,0,106.5,673,1,0,---,---,---,---,---,---,---,---,---,---,52.5677288,-0.2371451
1,4335,0,32:45.5,09:41.4,0.86,00:00.0,0,89,674,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5677328,-0.2371508
1,4335.6,0,32:46.1,09:09.5,0.91,00:00.0,0,114.5,675,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5677362,-0.2371576
1,4335.9,0,32:46.7,09:09.5,0.91,00:00.0,0,110.5,676,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5677378,-0.2371616
1,4336.5,0,32:47.1,08:15.0,1.01,00:00.0,0,103,677,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5677404,-0.2371689
1,4337.1,0,32:47.7,08:10.2,1.02,00:00.0,0,109,678,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5677439,-0.2371766
1,4337.8,0,32:48.3,08:05.4,1.03,00:00.0,0,104.5,679,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5677467,-0.2371846
1,4338.4,0,32:48.9,07:51.7,1.06,00:00.0,0,105,680,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5677502,-0.2371928
1,4338.8,0,32:49.3,07:51.7,1.06,00:00.0,0,109,681,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5677522,-0.2371974
1,4339.7,0,32:50.2,08:40.8,0.96,00:00.0,0,92,682,0.9,0,---,---,---,---,---,---,---,---,---,---,52.5677577,-0.2372073
1,4341.4,0,32:51.7,08:15.0,1.01,00:00.0,0,41.5,683,1.7,0,---,---,---,---,---,---,---,---,---,---,52.5677699,-0.2372226
1,4342.2,0,32:52.8,07:26.4,1.12,00:00.0,0,50.5,684,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5677751,-0.2372317
1,4343,0,32:53.1,07:51.7,1.06,00:00.0,0,106.5,685,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5677796,-0.2372397
1,4344.8,0,32:54.7,07:30.5,1.11,00:00.0,0,105,686,1.8,0,---,---,---,---,---,---,---,---,---,---,52.5677886,-0.2372623
1,4345.6,0,32:55.8,08:10.2,1.02,00:00.0,0,114.5,687,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5677946,-0.2372705
1,4347,0,32:56.9,08:51.9,0.94,00:00.0,0,53,688,1.4,0,---,---,---,---,---,---,---,---,---,---,52.5678033,-0.237285
1,4347.7,0,32:57.5,08:40.8,0.96,00:00.0,0,93.5,689,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5678072,-0.2372923
1,4348.3,0,32:58.1,08:51.9,0.94,00:00.0,0,109,690,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5678104,-0.2372998
1,4348.7,0,32:58.8,08:40.8,0.96,00:00.0,0,99.5,691,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5678123,-0.2373054
1,4349.5,0,32:59.3,08:35.5,0.97,00:00.0,0,108,692,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5678158,-0.2373152
1,4350,0,32:59.9,08:35.5,0.97,00:00.0,0,109,693,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5678186,-0.2373214
1,4350.9,0,33:00.9,08:46.3,0.95,00:00.0,0,99.5,694,0.9,0,---,---,---,---,---,---,---,---,---,---,52.5678239,-0.2373313
1,4351.9,0,33:02.0,08:05.4,1.03,00:00.0,0,92,695,1.1,0,---,---,---,---,---,---,---,---,---,---,52.5678307,-0.2373426
1,4353.2,0,33:03.1,08:10.2,1.02,00:00.0,0,106.5,696,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5678406,-0.2373512
1,4354,0,33:04.1,08:35.5,0.97,00:00.0,0,85,697,0.9,0,---,---,---,---,---,---,---,---,---,---,52.5678479,-0.2373556
1,4355.2,0,33:05.3,08:46.3,0.95,00:00.0,0,104.5,698,1.1,0,---,---,---,---,---,---,---,---,---,---,52.5678575,-0.2373617
1,4355.8,0,33:05.9,08:51.9,0.94,00:00.0,0,93.5,699,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5678619,-0.2373671
1,4356.4,0,33:06.5,08:51.9,0.94,00:00.0,0,114.5,700,0.6,0,---,---,---,---,---,---,---,---,---,---,52.567867,-0.237371
1,4357.2,0,33:07.7,09:03.5,0.92,00:00.0,0,106.5,701,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5678727,-0.2373787
1,4357.5,0,33:08.0,09:34.7,0.87,00:00.0,0,110.5,702,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5678748,-0.2373814
1,4358.1,0,33:08.5,10:17.3,0.81,00:00.0,0,103,703,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5678802,-0.237385
1,4358.6,0,33:09.1,09:15.6,0.9,00:00.0,0,106.5,704,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5678832,-0.2373905
1,4359.1,0,33:09.7,09:28.2,0.88,00:00.0,0,93.5,705,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5678866,-0.2373949
1,4359.8,0,33:11.0,11:06.7,0.75,00:00.0,0,58.5,706,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5678937,-0.2373955
1,4360.7,0,33:11.9,11:15.7,0.74,00:00.0,0,53,707,0.9,0,---,---,---,---,---,---,---,---,---,---,52.5679006,-0.237401
1,4361.9,0,33:13.1,10:41.0,0.78,00:00.0,0,106.5,708,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5679122,-0.2374023
1,4362.2,0,33:13.7,10:25.0,0.8,00:00.0,0,98.5,709,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5679148,-0.2374055
1,4362.9,0,33:14.3,09:48.2,0.85,00:00.0,0,96,710,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5679211,-0.2374058
1,4363.5,0,33:14.9,09:28.2,0.88,00:00.0,0,98.5,711,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5679267,-0.2374078
1,4364,0,33:15.6,09:03.5,0.92,00:00.0,0,106.5,712,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5679309,-0.237409
1,4364.2,0,33:15.9,08:57.6,0.93,00:00.0,0,106.5,713,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5679324,-0.2374112
1,4364.5,0,33:16.8,10:17.3,0.81,00:00.0,0,97.5,714,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5679353,-0.2374135
1,4364.9,0,33:17.1,12:49.2,0.65,00:00.0,0,103,715,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5679386,-0.2374156
1,4365.3,0,33:17.7,13:53.3,0.6,00:00.0,0,106.5,716,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5679416,-0.2374177
1,4366.1,0,33:18.9,12:49.2,0.65,00:00.0,0,95.5,717,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5679487,-0.2374199
1,4366.6,0,33:19.7,11:24.9,0.73,00:00.0,0,101,718,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5679535,-0.2374223
1,4367.1,0,33:20.1,10:17.3,0.81,00:00.0,0,101,719,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5679577,-0.2374217
1,4367.3,0,33:20.5,10:41.0,0.78,00:00.0,0,107.5,720,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5679597,-0.2374206
1,4367.6,0,33:21.1,11:44.2,0.71,00:00.0,0,101,721,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5679626,-0.237419
1,4368.2,0.1,33:22.4,15:25.9,0.54,00:00.0,0,99,722,0.6,0.1,---,---,---,---,---,---,---,---,---,---,52.5679676,-0.2374232
1,4369,0.1,33:23.3,14:52.9,0.56,00:00.0,0,109,723,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5679742,-0.2374266
1,4369.3,0.1,33:23.9,12:37.6,0.66,00:00.0,0,104.5,724,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5679765,-0.2374304
1,4369.8,0.1,33:24.5,14:37.2,0.57,00:00.0,0,96.5,725,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5679811,-0.2374313
1,4370.8,0.1,33:25.8,12:37.6,0.66,00:00.0,0,96.5,726,1,0,---,---,---,---,---,---,---,---,---,---,52.56799,-0.2374344
1,4371.5,0.1,33:26.1,10:25.0,0.8,00:00.0,0,108,727,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5679965,-0.237436
1,4372.1,0.1,33:26.7,09:15.6,0.9,00:00.0,0,106.5,728,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5680014,-0.2374368
1,4373,0.1,33:27.7,09:21.8,0.89,37:46.7,0.03,101,729,0.9,0.1,---,---,---,---,---,---,---,---,---,---,52.5680096,-0.2374406
1,4373.8,0.1,33:29.0,10:17.3,0.81,37:46.7,0.03,107.5,730,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5680163,-0.2374421
1,4375.9,0.1,33:35.2,15:09.1,0.55,37:46.7,0.03,9,731,2.1,0,---,---,---,---,---,---,---,---,---,---,52.5680284,-0.2374709
1,4376.1,0.1,33:35.8,27:46.7,0.3,37:46.7,0.03,98.5,732,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5680298,-0.2374731
1,4376.5,0.1,33:36.3,28:44.1,0.29,37:46.7,0.03,97.5,733,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5680344,-0.2374731
1,4377.1,0.1,33:36.9,22:31.4,0.37,37:46.7,0.03,101,734,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5680403,-0.2374753
1,4377.7,0.1,33:37.7,12:26.3,0.67,37:46.7,0.03,99.5,735,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5680451,-0.237478
1,4378.2,0.1,33:38.1,10:17.3,0.81,37:46.7,0.03,114.5,736,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5680488,-0.2374825
1,4378.4,0.1,33:38.5,11:15.7,0.74,37:46.7,0.03,113,737,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5680503,-0.2374857
1,4379.8,0.1,33:39.9,12:04.6,0.69,00:00.0,0,53.5,738,1.3,0,---,---,---,---,---,---,---,---,---,---,52.5680636,-0.2374865
1,4380.2,0.1,33:40.3,10:57.9,0.76,00:00.0,0,108,739,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5680678,-0.2374874
1,4380.5,0.1,33:40.9,09:15.6,0.9,00:00.0,0,99.5,740,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5680703,-0.2374894
1,4381.2,0.1,33:41.5,08:40.8,0.96,00:00.0,0,94.5,741,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5680766,-0.23749
1,4382.5,0.1,33:43.3,09:21.8,0.89,00:00.0,0,36,742,1.3,0,---,---,---,---,---,---,---,---,---,---,52.5680906,-0.237485
1,4382.8,0.1,33:43.8,10:41.0,0.78,00:00.0,0,101.5,743,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5680927,-0.2374833
1,4383.2,0.1,33:44.9,12:15.3,0.68,00:00.0,0,96,744,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5680971,-0.2374829
1,4383.9,0.1,33:45.9,12:15.3,0.68,00:00.0,0,112,745,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5681035,-0.2374852
1,4385.3,0.1,33:47.5,11:06.7,0.75,00:00.0,0,99.5,746,1.4,0,---,---,---,---,---,---,---,---,---,---,52.568116,-0.2374854
1,4386.5,0.1,33:48.8,11:15.7,0.74,00:00.0,0,99.5,747,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5681264,-0.2374834
1,4387.5,0.1,33:49.7,11:34.4,0.72,00:00.0,0,109,748,1,0,---,---,---,---,---,---,---,---,---,---,52.5681355,-0.2374875
1,4388.7,0.1,33:50.7,10:32.9,0.79,00:00.0,0,106.5,749,1.1,0,---,---,---,---,---,---,---,---,---,---,52.5681455,-0.2374942
1,4389.6,0.1,33:51.7,10:25.0,0.8,00:00.0,0,107.5,750,1,0,---,---,---,---,---,---,---,---,---,---,52.5681544,-0.2374952
1,4390.6,0.1,33:52.8,11:15.7,0.74,00:00.0,0,106.5,751,0.9,0,---,---,---,---,---,---,---,---,---,---,52.5681625,-0.2374975
1,4391.2,0.1,33:53.0,10:41.0,0.78,00:00.0,0,93,752,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5681681,-0.2374976
1,4391.8,0.1,33:53.5,09:09.5,0.91,00:00.0,0,106.5,753,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5681741,-0.2374949
1,4392.5,0.1,33:54.1,08:30.2,0.98,00:00.0,0,107.5,754,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5681801,-0.2374947
1,4393.2,0.1,33:54.8,09:15.6,0.9,00:00.0,0,106.5,755,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5681863,-0.2374971
1,4394,0.1,33:55.4,09:48.2,0.85,00:00.0,0,106.5,756,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5681936,-0.2374999
1,4394.3,0.1,33:55.9,10:17.3,0.81,00:00.0,0,106.5,757,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5681958,-0.2374995
1,4394.8,0.1,33:56.3,12:15.3,0.68,00:00.0,0,110.5,758,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5682002,-0.2374989
1,4396.2,0.1,33:58.8,21:22.1,0.39,00:00.0,0,29.5,759,1.4,0,---,---,---,---,---,---,---,---,---,---,52.5682125,-0.2375055
1,4397.6,0.1,34:00.3,46:17.8,0.18,00:00.0,0,37,760,1.4,0,---,---,---,---,---,---,---,---,---,---,52.5682259,-0.2375043
1,4400.1,0.1,34:03.7,30:51.9,0.27,00:00.0,0,17,761,2.5,0,---,---,---,---,---,---,---,---,---,---,52.5682487,-0.2374922
1,4400.5,0.1,34:04.1,17:00.4,0.49,00:00.0,0,96.5,762,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5682516,-0.2374904
1,4400.8,0.1,34:04.8,15:25.9,0.54,00:00.0,0,99.5,763,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5682545,-0.2374877
1,4402.3,0.1,34:05.9,15:25.9,0.54,00:00.0,0,106.5,764,1.5,0,---,---,---,---,---,---,---,---,---,---,52.5682671,-0.2374761
1,4402.9,0.1,34:06.5,13:13.7,0.63,00:00.0,0,77.5,765,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5682716,-0.237467
1,4403.7,0.1,34:07.4,11:34.4,0.72,00:00.0,0,97.5,766,0.8,0,---,---,---,---,---,---,---,---,---,---,52.568278,-0.2374608
1,4404,0.1,34:07.8,10:09.8,0.82,00:00.0,0,113,767,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5682803,-0.2374589
1,4404.3,0.1,34:08.4,10:25.0,0.8,00:00.0,0,106.5,768,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5682807,-0.2374513
1,4405.5,0.1,34:09.5,12:26.3,0.67,00:00.0,0,93.5,769,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5682884,-0.2374384
1,4406.2,0.1,34:10.1,15:09.1,0.55,00:00.0,0,112,770,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5682935,-0.2374332
1,4407.3,0.1,34:11.3,13:01.2,0.64,00:00.0,0,49.5,771,1.1,0,---,---,---,---,---,---,---,---,---,---,52.5683003,-0.2374223
1,4408,0.1,34:12.1,12:04.6,0.69,00:00.0,0,78,772,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5683061,-0.2374157
1,4408.4,0.1,34:12.7,12:26.3,0.67,00:00.0,0,110.5,773,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5683101,-0.237414
1,4408.9,0.1,34:13.3,11:54.3,0.7,00:00.0,0,83,774,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5683142,-0.2374127
1,4409,0.1,34:13.8,13:01.2,0.64,00:00.0,0,99.5,775,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5683161,-0.2374122
1,4409.6,0.1,34:14.6,15:25.9,0.54,00:00.0,0,93.5,776,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5683203,-0.2374074
1,4409.9,0.1,34:15.2,14:22.1,0.58,00:00.0,0,90,777,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5683226,-0.2374047
1,4410.5,0.1,34:15.7,13:13.7,0.63,00:00.0,0,85,778,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5683258,-0.2373984
1,4411.9,0.1,34:17.1,11:15.7,0.74,00:00.0,0,89,779,1.4,0,---,---,---,---,---,---,---,---,---,---,52.5683364,-0.2373869
1,4412.4,0.1,34:17.7,10:25.0,0.8,00:00.0,0,94.5,780,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5683407,-0.2373844
1,4413,0.1,34:18.3,11:15.7,0.74,00:00.0,0,89,781,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5683453,-0.2373797
1,4413.6,0.1,34:18.9,11:34.4,0.72,00:00.0,0,103,782,0.6,0,---,---,---,---,---,---,---,---,---,---,52.5683501,-0.2373756
1,4414.1,0.1,34:19.8,11:24.9,0.73,00:00.0,0,88.5,783,0.5,0,---,---,---,---,---,---,---,---,---,---,52.568354,-0.2373709
1,4414.6,0.1,34:20.1,10:49.3,0.77,00:00.0,0,111,784,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5683575,-0.237367
1,4415.1,0.1,34:20.8,10:49.3,0.77,00:00.0,0,97.5,785,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5683613,-0.2373633
1,4415.9,0.1,34:21.9,12:49.2,0.65,00:00.0,0,78.5,786,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5683681,-0.2373583
1,4416.3,0.1,34:22.8,13:01.2,0.64,00:00.0,0,97.5,787,0.5,0,---,---,---,---,---,---,---,---,---,---,52.5683715,-0.2373544
1,4416.7,0.1,34:23.3,13:26.5,0.62,00:00.0,0,80,788,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5683736,-0.2373527
1,4417,0.1,34:23.9,22:31.4,0.37,00:00.0,0,101,789,0.4,0,---,---,---,---,---,---,---,---,---,---,52.568377,-0.2373495
1,4417.4,0.1,34:24.7,25:15.2,0.33,00:00.0,0,96.5,790,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5683798,-0.2373479
1,4417.7,0.1,34:26.3,27:46.7,0.3,00:00.0,0,30.5,791,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5683839,-0.2373518
1,4418,0.1,34:29.3,15:45.5,0.11,00:00.0,0,32.5,792,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5683867,-0.2373522
1,4418.3,0.1,34:38.3,36:13.9,0.23,00:00.0,0,42.5,793,0.3,0,---,---,---,---,---,---,---,---,---,---,52.5683859,-0.2373465
1,4418.3,0.1,34:38.9,32:03.1,0.26,00:00.0,0,64.5,794,0,0,---,---,---,---,---,---,---,---,---,---,52.5683853,-0.2373479
1,4419.6,0.1,34:55.8,32:35.6,0.09,00:00.0,0,11,795,1.3,0,---,---,---,---,---,---,---,---,---,---,52.5684011,-0.2373438
1,4419.8,0.1,34:56.1,23:20.0,0.1,00:00.0,0,26.5,796,0.1,0,---,---,---,---,---,---,---,---,---,---,52.5684018,-0.2373437
1,4419.8,0.1,34:57.1,15:45.5,0.11,00:00.0,0,68,797,0,0,---,---,---,---,---,---,---,---,---,---,52.5684023,-0.2373442
1,4420,0.1,34:58.9,55:33.3,0.15,00:00.0,0,30,798,0.2,0,---,---,---,---,---,---,---,---,---,---,52.5684039,-0.2373393
1,4421.5,0.1,35:25.8,55:33.3,0.15,00:00.0,0,7.5,799,1.5,0,---,---,---,---,---,---,---,---,---,---,52.5684078,-0.2373205
1,4421.5,0.1,35:27.3,49:01.2,0.17,00:00.0,0,31,800,0,0,---,---,---,---,---,---,---,---,---,---,52.5684011,-0.2373217
1,4421.5,0.1,35:29.5,30:51.9,0.27,00:00.0,0,26.5,801,0,0,---,---,---,---,---,---,---,---,---,---,52.5683979,-0.2373242
1,4421.5,0.1,35:30.3,22:31.4,0.37,00:00.0,0,93,802,0,0,---,---,---,---,---,---,---,---,---,---,52.5683926,-0.2373246
1,4421.5,0.1,35:31.1,16:01.5,0.52,00:00.0,0,69.5,803,0,0,---,---,---,---,---,---,---,---,---,---,52.5683867,-0.2373243
1,4421.5,0.1,35:33.0,14:37.2,0.57,00:00.0,0,38.5,804,0,0,---,---,---,---,---,---,---,---,---,---,52.5683874,-0.237331
1,4421.5,0.1,35:33.5,14:37.2,0.57,00:00.0,0,71,805,0,0,---,---,---,---,---,---,---,---,---,---,52.5683911,-0.2373324
1,4421.5,0.1,35:34.1,13:01.2,0.64,00:00.0,0,80.5,806,0,0,---,---,---,---,---,---,---,---,---,---,52.568395,-0.2373291
1,4421.5,0.1,35:35.3,10:17.3,0.81,00:00.0,0,101.5,807,0,0,---,---,---,---,---,---,---,---,---,---,52.5684037,-0.2373246
1,4421.5,0.1,35:35.9,09:15.6,0.9,00:00.0,0,99.5,808,0,0,---,---,---,---,---,---,---,---,---,---,52.5684091,-0.2373219
1,4422.3,0.1,35:38.5,11:34.4,0.72,00:00.0,0,28.5,809,0.8,0,---,---,---,---,---,---,---,---,---,---,52.5684203,-0.2373177
1,4423,0.1,35:39.9,16:40.0,0.5,00:00.0,0,41.5,810,0.7,0,---,---,---,---,---,---,---,---,---,---,52.5684263,-0.2373133
