Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,4469.6,0.1,06:32.8,07:30.5,1.11,00:00.0,0,38.5,1099,4.1,0,---,---,---,---,---,---,---,---,---,---,52.5697878,-0.1751891
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,1986.8,0,10:08.6,02:39.2,3.14,00:00.0,0,29,288,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5662565,-0.2037532
1,1993.3,0,10:10.8,02:41.3,3.1,00:00.0,0,29.5,289,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5662488,-0.203848
1,2000.2,0,10:12.8,02:35.3,3.22,00:00.0,0,28.5,290,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5662401,-0.2039492
1,2006.8,0,10:14.8,02:33.8,3.25,00:00.0,0,28.5,291,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5662374,-0.2040469
1,2013.3,0,10:16.9,02:33.4,3.26,00:00.0,0,30,292,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5662307,-0.2041425
1,2020.4,0,10:19.0,02:31.1,3.31,00:00.0,0,28.5,293,7,0,---,---,---,---,---,---,---,---,---,---,52.5662251,-0.2042458
1,2026.9,0,10:21.0,02:34.3,3.24,00:00.0,0,30,294,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5662227,-0.204342
1,2033.4,0,10:23.0,02:35.3,3.22,00:00.0,0,28.5,295,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5662199,-0.204438
1,2040.4,0,10:25.2,02:33.8,3.25,00:00.0,0,30,296,7,0,---,---,---,---,---,---,---,---,---,---,52.5662172,-0.2045411
1,2046.9,0,10:27.2,02:36.2,3.2,00:00.0,0,27.5,297,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5662199,-0.204637
1,2053.3,0,10:29.2,02:38.2,3.16,00:00.0,0,30,298,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5662202,-0.2047321
1,2060,0,10:31.7,02:38.2,3.16,00:00.0,0,28.5,299,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5662224,-0.2048318
1,2066.3,0,10:33.4,02:40.3,3.12,00:00.0,0,28.5,300,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5662251,-0.2049239
1,2073,0,10:35.6,02:43.4,3.06,00:00.0,0,28.5,301,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5662265,-0.2050227
1,2078.7,0,10:37.7,02:44.5,3.04,00:00.0,0,27.5,302,5.7,0,---,---,---,---,---,---,---,---,---,---,52.566228,-0.2051068
1,2085.7,0,10:39.8,02:44.5,3.04,00:00.0,0,28.5,303,7,0,---,---,---,---,---,---,---,---,---,---,52.566225,-0.2052104
1,2091.8,0,10:41.8,02:43.9,3.05,00:00.0,0,28.5,304,6.2,0,---,---,---,---,---,---,---,---,---,---,52.566216,-0.2053007
1,2098.3,0,10:43.9,02:38.7,3.15,00:00.0,0,28.5,305,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5662061,-0.2053943
1,2105.3,0,10:46.0,02:32.4,3.28,00:00.0,0,30,306,7.1,0,---,---,---,---,---,---,---,---,---,---,52.566196,-0.2054975
1,2111.8,0,10:48.0,02:33.8,3.25,00:00.0,0,30,307,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5661887,-0.2055921
1,2118.2,0,10:50.0,02:34.8,3.23,00:00.0,0,28.5,308,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5661836,-0.2056866
1,2124.5,0,10:52.0,02:34.8,3.23,00:00.0,0,30,309,6.3,0,---,---,---,---,---,---,---,---,---,---,52.566178,-0.2057796
1,2131.2,0,10:54.0,02:36.7,3.19,00:00.0,0,30,310,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5661751,-0.2058785
1,2137.9,0,10:56.0,02:32.9,3.27,00:00.0,0,30,311,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5661699,-0.2059762
1,2145.1,0,10:58.2,02:28.4,3.37,00:00.0,0,28.5,312,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5661658,-0.2060829
1,2151.8,0,11:00.2,02:29.3,3.35,00:00.0,0,30,313,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5661641,-0.2061813
1,2158.2,0,11:02.2,02:32.4,3.28,00:00.0,0,30,314,6.4,0,---,---,---,---,---,---,---,---,---,---,52.566163,-0.206276
1,2164.7,0,11:04.2,02:34.8,3.23,00:00.0,0,28.5,315,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5661638,-0.2063722
1,2171.5,0,11:06.4,02:35.8,3.21,00:00.0,0,28.5,316,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5661627,-0.2064735
1,2177.9,0,11:08.4,02:37.7,3.17,00:00.0,0,30,317,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5661602,-0.2065678
1,2184.4,0,11:10.7,02:37.2,3.18,00:00.0,0,28.5,318,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5661556,-0.2066634
1,2190.8,0,11:12.4,02:34.8,3.23,00:00.0,0,30,319,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5661504,-0.2067567
1,2197.5,0,11:14.6,02:38.2,3.16,00:00.0,0,28.5,320,6.7,0,---,---,---,---,---,---,---,---,---,---,52.566151,-0.2068562
1,2203.2,0,11:16.7,02:41.8,3.09,00:00.0,0,30,321,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5661511,-0.206941
1,2209.9,0,11:18.6,02:38.2,3.16,00:00.0,0,28.5,322,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5661523,-0.2070398
1,2216.2,0,11:20.6,02:38.2,3.16,00:00.0,0,30,323,6.3,0,---,---,---,---,---,---,---,---,---,---,52.566153,-0.2071334
1,2222.3,0,11:22.7,02:38.2,3.16,00:00.0,0,28.5,324,6.1,0,---,---,---,---,---,---,---,---,---,---,52.566154,-0.2072229
1,2229.7,0,11:24.8,02:32.9,3.27,00:00.0,0,28.5,325,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5661518,-0.2073328
1,2235.9,0,11:26.8,02:36.2,3.2,00:00.0,0,30,326,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5661505,-0.2074235
1,2242.1,0,11:28.9,02:40.8,3.11,00:00.0,0,28.5,327,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5661514,-0.2075159
1,2248.8,0,11:31.0,02:39.2,3.14,00:00.0,0,30,328,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5661524,-0.2076142
1,2255.1,0,11:33.0,02:39.7,3.13,00:00.0,0,28.5,329,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5661505,-0.2077078
1,2261.4,0,11:35.0,02:38.7,3.15,00:00.0,0,30,330,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5661463,-0.2078012
1,2267.9,0,11:37.0,02:35.8,3.21,00:00.0,0,30,331,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5661436,-0.207896
1,2274.1,0,11:39.0,02:37.7,3.17,00:00.0,0,30,332,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5661399,-0.2079874
1,2280.2,0,11:41.0,02:40.3,3.12,00:00.0,0,28.5,333,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5661357,-0.2080784
1,2286.9,0,11:43.2,02:39.2,3.14,00:00.0,0,28.5,334,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5661304,-0.2081773
1,2293.2,0,11:45.2,02:40.8,3.11,00:00.0,0,30,335,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5661269,-0.2082694
1,2299.5,0,11:47.2,02:40.8,3.11,00:00.0,0,28.5,336,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5661202,-0.2083623
1,2306.4,0,11:49.7,02:38.2,3.16,00:00.0,0,28.5,337,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5661141,-0.2084628
1,2312.6,0,11:51.4,02:39.7,3.13,00:00.0,0,28.5,338,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5661108,-0.2085544
1,2319.2,0,11:53.6,02:43.9,3.05,00:00.0,0,28.5,339,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5661082,-0.2086521
1,2324.9,0,11:55.7,02:45.6,3.02,00:00.0,0,27.5,340,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5661059,-0.2087369
1,2332.1,0,11:57.8,02:42.3,3.08,00:00.0,0,28.5,341,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5661082,-0.2088426
1,2338.8,0,12:00.0,02:42.3,3.08,00:00.0,0,28.5,342,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5661085,-0.2089414
1,2345,0,12:02.0,02:42.9,3.07,00:00.0,0,27.5,343,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5661048,-0.2090332
1,2351.9,0,12:04.2,02:39.2,3.14,00:00.0,0,27.5,344,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5660998,-0.2091348
1,2358.2,0,12:06.2,02:38.2,3.16,00:00.0,0,30,345,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5660945,-0.2092277
1,2364.6,0,12:08.2,02:37.7,3.17,00:00.0,0,28.5,346,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660912,-0.2093219
1,2371.5,0,12:10.7,02:36.7,3.19,00:00.0,0,30,347,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5660887,-0.2094238
1,2378,0,12:12.4,02:36.2,3.2,00:00.0,0,28.5,348,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5660855,-0.2095196
1,2384.5,0,12:14.4,02:35.8,3.21,00:00.0,0,28.5,349,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660804,-0.209616
1,2390.9,0,12:16.7,02:34.8,3.23,00:00.0,0,28.5,350,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660779,-0.2097104
1,2398.1,0,12:18.8,02:34.8,3.23,00:00.0,0,28.5,351,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5660748,-0.2098169
1,2404.2,0,12:20.8,02:38.7,3.15,00:00.0,0,27.5,352,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5660743,-0.2099075
1,2410.2,0,12:22.9,02:41.8,3.09,00:00.0,0,28.5,353,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5660737,-0.2099954
1,2416.9,0,12:25.0,02:43.4,3.06,00:00.0,0,27.5,354,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660749,-0.2100938
1,2423.3,0,12:27.2,02:48.4,2.97,00:00.0,0,28.5,355,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660777,-0.2101882
1,2429.4,0,12:29.2,02:50.6,2.93,00:00.0,0,28.5,356,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5660784,-0.2102792
1,2435.9,0,12:31.7,02:45.0,3.03,00:00.0,0,27.5,357,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660756,-0.2103758
1,2442.3,0,12:33.6,02:43.4,3.06,00:00.0,0,27.5,358,6.4,0,---,---,---,---,---,---,---,---,---,---,52.566075,-0.2104703
1,2448.3,0,12:35.6,02:50.1,2.94,00:00.0,0,30,359,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5660777,-0.2105578
1,2454.1,0,12:37.7,02:48.4,2.97,00:00.0,0,28.5,360,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5660761,-0.2106437
1,2461.5,0,12:39.8,02:36.7,3.19,00:00.0,0,27.5,361,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5660752,-0.2107533
1,2467.6,0,12:41.8,02:36.7,3.19,00:00.0,0,30,362,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5660716,-0.2108441
1,2474,0,12:43.9,02:40.3,3.12,00:00.0,0,28.5,363,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5660646,-0.210937
1,2480.9,0,12:46.0,02:36.7,3.19,00:00.0,0,28.5,364,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5660559,-0.2110382
1,2487.5,0,12:48.0,02:36.2,3.2,00:00.0,0,31,365,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660528,-0.2111354
1,2493.7,0,12:50.0,02:36.7,3.19,00:00.0,0,28.5,366,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5660472,-0.2112277
1,2500.1,0,12:52.0,02:36.7,3.19,00:00.0,0,30,367,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660417,-0.2113218
1,2506.5,0,12:54.0,02:38.7,3.15,00:00.0,0,30,368,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660375,-0.2114158
1,2513,0,12:56.0,02:37.2,3.18,00:00.0,0,30,369,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5660307,-0.2115113
1,2520,0,12:58.2,02:33.4,3.26,00:00.0,0,30,370,7,0,---,---,---,---,---,---,---,---,---,---,52.566027,-0.2116141
1,2526.7,0,13:00.2,02:34.3,3.24,00:00.0,0,28.5,371,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5660256,-0.2117126
1,2532.9,0,13:02.0,02:32.9,3.27,00:00.0,0,31,372,6.3,0,---,---,---,---,---,---,---,---,---,---,52.566026,-0.211805
1,2539.9,0,13:04.0,02:26.2,3.42,00:00.0,0,30,373,6.9,0,---,---,---,---,---,---,---,---,---,---,52.566026,-0.2119076
1,2546.7,0,13:06.0,02:26.2,3.42,00:00.0,0,31,374,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5660257,-0.2120082
1,2553.6,0,13:08.0,02:26.2,3.42,00:00.0,0,30,375,7,0,---,---,---,---,---,---,---,---,---,---,52.5660253,-0.212111
1,2560.5,0,13:10.0,02:23.7,3.48,00:00.0,0,30,376,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5660249,-0.2122128
1,2567.4,0,13:12.0,02:25.3,3.44,00:00.0,0,31,377,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5660255,-0.2123151
1,2574.2,0,13:14.0,02:26.6,3.41,00:00.0,0,30,378,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5660242,-0.2124148
1,2580.9,0,13:16.0,02:26.6,3.41,00:00.0,0,30,379,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660224,-0.2125135
1,2587.6,0,13:18.0,02:29.7,3.34,00:00.0,0,30,380,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5660225,-0.2126125
1,2594.3,0,13:20.0,02:29.7,3.34,00:00.0,0,28.5,381,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5660255,-0.2127123
1,2600.8,0,13:22.0,02:29.7,3.34,00:00.0,0,30,382,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660281,-0.2128078
1,2607.2,0,13:24.0,02:35.8,3.21,00:00.0,0,30,383,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660316,-0.2129029
1,2614.1,0,13:26.2,02:38.7,3.15,00:00.0,0,28.5,384,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5660321,-0.213004
1,2620.4,0,13:28.2,02:38.2,3.16,00:00.0,0,30,385,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5660314,-0.2130977
1,2626.9,0,13:30.2,02:37.7,3.17,00:00.0,0,30,386,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5660313,-0.2131934
1,2633.5,0,13:32.2,02:34.8,3.23,00:00.0,0,28.5,387,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660319,-0.2132909
1,2640.2,0,13:34.2,02:31.1,3.31,00:00.0,0,30,388,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5660303,-0.2133895
1,2646.9,0,13:36.2,02:30.6,3.32,00:00.0,0,30,389,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5660274,-0.2134886
1,2653.5,0,13:38.2,02:31.5,3.3,00:00.0,0,30,390,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660243,-0.2135862
1,2660.3,0,13:40.2,02:29.7,3.34,00:00.0,0,31,391,6.8,0,---,---,---,---,---,---,---,---,---,---,52.566022,-0.2136867
1,2666.8,0,13:42.2,02:28.4,3.37,00:00.0,0,30,392,6.5,0,---,---,---,---,---,---,---,---,---,---,52.566021,-0.2137828
1,2673.6,0,13:44.2,02:31.5,3.3,00:00.0,0,30,393,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5660179,-0.2138837
1,2680.3,0,13:46.3,02:31.1,3.31,00:00.0,0,30,394,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660168,-0.2139816
1,2686.8,0,13:48.2,02:32.0,3.29,00:00.0,0,30,395,6.5,0,---,---,---,---,---,---,---,---,---,---,52.566017,-0.2140778
1,2693.1,0,13:50.2,02:37.2,3.18,00:00.0,0,31,396,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660171,-0.2141718
1,2699.4,0,13:52.2,02:38.2,3.16,00:00.0,0,30,397,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5660165,-0.2142643
1,2705.7,0,13:54.2,02:40.3,3.12,00:00.0,0,28.5,398,6.3,0,---,---,---,---,---,---,---,---,---,---,52.566012,-0.2143579
1,2712.2,0,13:56.2,02:39.2,3.14,00:00.0,0,30,399,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5660076,-0.2144528
1,2718.7,0,13:58.2,02:34.8,3.23,00:00.0,0,30,400,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5660048,-0.2145498
1,2725.9,0,14:00.4,02:31.1,3.31,00:00.0,0,28.5,401,7.2,0,---,---,---,---,---,---,---,---,---,---,52.565997,-0.2146546
1,2732.7,0,14:02.4,02:29.3,3.35,00:00.0,0,30,402,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5659939,-0.2147552
1,2739.4,0,14:04.7,02:28.8,3.36,00:00.0,0,30,403,6.7,0,---,---,---,---,---,---,---,---,---,---,52.565989,-0.2148546
1,2746.3,0,14:06.4,02:27.1,3.4,00:00.0,0,30,404,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5659848,-0.2149559
1,2753.2,0,14:08.4,02:26.6,3.41,00:00.0,0,30,405,6.8,0,---,---,---,---,---,---,---,---,---,---,52.565982,-0.2150571
1,2759.8,0,14:10.7,02:28.4,3.37,00:00.0,0,30,406,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5659797,-0.2151551
1,2766.4,0,14:12.4,02:28.8,3.36,00:00.0,0,30,407,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5659779,-0.2152529
1,2773,0,14:14.4,02:31.1,3.31,00:00.0,0,28.5,408,6.6,0,---,---,---,---,---,---,---,---,---,---,52.565974,-0.2153496
1,2779.3,0,14:16.7,02:35.8,3.21,00:00.0,0,30,409,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5659749,-0.2154426
1,2785.4,0,14:18.5,02:37.2,3.18,00:00.0,0,30,410,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5659723,-0.2155339
1,2792.1,0,14:20.6,02:38.2,3.16,00:00.0,0,30,411,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5659705,-0.2156329
1,2797.8,0,14:22.7,02:41.8,3.09,00:00.0,0,28.5,412,5.6,0,---,---,---,---,---,---,---,---,---,---,52.5659697,-0.2157162
1,2804.2,0,14:24.7,02:41.8,3.09,00:00.0,0,28.5,413,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5659676,-0.2158113
1,2810.7,0,14:26.8,02:43.4,3.06,00:00.0,0,28.5,414,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5659638,-0.2159065
1,2816.4,0,14:28.8,02:46.7,3,00:00.0,0,28.5,415,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5659613,-0.2159904
1,2822.9,0,14:30.8,02:42.9,3.07,00:00.0,0,28.5,416,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5659616,-0.2160874
1,2829.7,0,14:33.0,02:40.8,3.11,00:00.0,0,30,417,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5659588,-0.2161871
1,2835.9,0,14:35.0,02:40.3,3.12,00:00.0,0,28.5,418,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5659525,-0.2162792
1,2842.3,0,14:37.0,02:36.7,3.19,00:00.0,0,31,419,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5659513,-0.2163736
1,2848.8,0,14:39.0,02:36.2,3.2,00:00.0,0,30,420,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5659479,-0.2164691
1,2855,0,14:40.9,02:32.9,3.27,00:00.0,0,30,421,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5659481,-0.2165601
1,2862.1,0,14:43.0,02:27.9,3.38,00:00.0,0,30,422,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5659524,-0.2166656
1,2868,0,14:44.9,02:32.4,3.28,00:00.0,0,31,423,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5659497,-0.2167523
1,2874.3,0,14:46.9,02:37.2,3.18,00:00.0,0,30,424,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5659444,-0.2168457
1,2881.3,0,14:49.0,02:34.3,3.24,00:00.0,0,28.5,425,7,0,---,---,---,---,---,---,---,---,---,---,52.5659427,-0.216949
1,2887.9,0,14:51.1,02:33.4,3.26,00:00.0,0,31,426,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5659387,-0.217046
1,2894.1,0,14:52.9,02:30.6,3.32,00:00.0,0,30,427,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5659337,-0.217137
1,2900.7,0,14:54.8,02:25.8,3.43,00:00.0,0,30,428,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5659273,-0.2172348
1,2907.4,0,14:56.8,02:27.9,3.38,00:00.0,0,31,429,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5659227,-0.2173327
1,2913.8,0,14:58.8,02:29.3,3.35,00:00.0,0,31,430,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5659211,-0.2174273
1,2921.1,0,15:00.8,02:24.1,3.47,00:00.0,0,30,431,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5659168,-0.2175356
1,2927.9,0,15:02.8,02:24.5,3.46,00:00.0,0,31,432,6.8,0,---,---,---,---,---,---,---,---,---,---,52.565912,-0.2176355
1,2933.6,0,15:04.7,02:27.9,3.38,00:00.0,0,30,433,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5659112,-0.21772
1,2940.8,0,15:06.6,02:25.8,3.43,00:00.0,0,30,434,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5659123,-0.2178269
1,2947.4,0,15:08.6,02:28.4,3.37,00:00.0,0,31,435,6.6,0,---,---,---,---,---,---,---,---,---,---,52.565908,-0.2179236
1,2953.6,0,15:10.7,02:32.0,3.29,00:00.0,0,30,436,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5659015,-0.2180141
1,2960.9,0,15:12.6,02:27.1,3.4,00:00.0,0,30,437,7.3,0,---,---,---,---,---,---,---,---,---,---,52.5658958,-0.2181214
1,2967.7,0,15:14.6,02:25.3,3.44,00:00.0,0,31,438,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5658877,-0.2182212
1,2974,0,15:16.7,02:25.8,3.43,00:00.0,0,30,439,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5658798,-0.2183135
1,2981.5,0,15:18.6,02:22.9,3.5,00:00.0,0,31,440,7.5,0,---,---,---,---,---,---,---,---,---,---,52.5658721,-0.2184239
1,2988.5,0,15:20.6,02:22.0,3.52,00:00.0,0,30,441,7,0,---,---,---,---,---,---,---,---,---,---,52.5658657,-0.218527
1,2995.1,0,15:22.7,02:21.6,3.53,00:00.0,0,31,442,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5658587,-0.2186234
1,3002.2,0,15:24.4,02:19.7,3.58,00:00.0,0,30,443,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5658538,-0.218729
1,3009.4,0,15:26.4,02:18.5,3.61,00:00.0,0,31,444,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5658494,-0.2188353
1,3016.6,0,15:28.7,02:18.5,3.61,00:00.0,0,31,445,7.1,0,---,---,---,---,---,---,---,---,---,---,52.5658466,-0.2189405
1,3023.1,0,15:30.3,02:18.1,3.62,00:00.0,0,31,446,6.5,0,---,---,---,---,---,---,---,---,---,---,52.565839,-0.2190364
1,3030.3,0,15:32.2,02:18.9,3.6,00:00.0,0,30,447,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5658283,-0.2191407
1,3038,0,15:34.7,02:20.8,3.55,00:00.0,0,30,448,7.7,0,---,---,---,---,---,---,---,---,---,---,52.5658158,-0.2192525
1,3066.7,0,15:45.8,03:22.4,2.47,00:00.0,0,22,449,28.7,0,---,---,---,---,---,---,---,---,---,---,52.5657917,-0.2196752
1,3072.1,0,15:48.6,04:07.5,2.02,00:00.0,0,20,450,5.4,0,---,---,---,---,---,---,---,---,---,---,52.5657876,-0.2197547
1,3077.7,0,15:51.4,04:17.7,1.94,00:00.0,0,20.5,451,5.6,0,---,---,---,---,---,---,---,---,---,---,52.5657827,-0.2198371
1,3083.8,0,15:54.4,04:07.5,2.02,00:00.0,0,20.5,452,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5657767,-0.2199273
1,3089.7,0,15:57.3,04:01.5,2.07,00:00.0,0,20.5,453,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5657739,-0.2200146
1,3095.6,0,16:00.0,03:59.2,2.09,00:00.0,0,20.5,454,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5657697,-0.2201013
1,3101.8,0,16:03.1,03:58.1,2.1,00:00.0,0,21.5,455,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5657661,-0.2201924
1,3107.7,0,16:05.8,03:59.2,2.09,00:00.0,0,22,456,5.9,0,---,---,---,---,---,---,---,---,---,---,52.565762,-0.2202791
1,3113.7,0,16:08.9,04:00.4,2.08,00:00.0,0,20.5,457,6,0,---,---,---,---,---,---,---,---,---,---,52.5657567,-0.2203671
1,3118.7,0,16:11.6,04:13.8,1.97,00:00.0,0,20,458,5,0,---,---,---,---,---,---,---,---,---,---,52.5657501,-0.2204406
1,3124.3,0,16:14.6,04:31.7,1.84,00:00.0,0,19.5,459,5.6,0,---,---,---,---,---,---,---,---,---,---,52.5657465,-0.2205234
1,3129.8,0,16:17.7,04:44.1,1.76,00:00.0,0,19.5,460,5.5,0,---,---,---,---,---,---,---,---,---,---,52.5657481,-0.2206043
1,3135.5,0,16:20.9,04:44.1,1.76,00:00.0,0,19,461,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5657497,-0.2206889
1,3141.2,0,16:24.0,04:40.9,1.78,00:00.0,0,19,462,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5657561,-0.2207731
